Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,3.76,..,..,..,..,3.88,..,..,..,..,3.74,..,..,..,..,5.08,..,..,..,..,5.79,..,..,..,..,7.32,..,..,..,..,8.9,..,..,..,..,8.52,..,..,..,..,10.63,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,9.46,..,..,..,..,9.82,..,..,..,..,10.13,..,..,..,..,10.38,..,..,..,..,10.75,..,..,..,..,11.39,..,..,..,..,11.52,..,..,..,..,12.58,..,..,..,..,13.07,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.59,..,..,..,..,8.33,..,..,..,..,8.97,..,..,..,..,9.92,..,..,..,..,10.91,..,..,..,..,11.23,..,..,..,..,11.57,..,..,..,..,11.72,..,..,..,..,12.13,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,4.34,..,..,..,..,5.13,..,..,..,..,5.74,..,..,..,..,6.13,..,..,..,..,6.52,..,..,..,..,7.69,..,..,..,..,8.89,..,..,..,..,10.16,..,..,..,..,10.3,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.59,..,..,..,..,0.7,..,..,..,..,0.9,..,..,..,..,1.09,..,..,..,..,1.5,..,..,..,..,1.97,..,..,..,..,2.44,..,..,..,..,2.93,..,..,..,..,3.13,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.17,..,..,..,..,2.85,..,..,..,..,3.55,..,..,..,..,4.19,..,..,..,..,4.35,..,..,..,..,4.24,..,..,..,..,3.86,..,..,..,..,3.13,..,..,..,..,4.02,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,7.96,..,..,..,..,9.02,..,..,..,..,9.62,..,..,..,..,10.05,..,..,..,..,10.54,..,..,..,..,10.95,..,..,..,..,11.42,..,..,..,..,12.09,..,..,..,..,11.89,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,9.76,..,..,..,..,10.34,..,..,..,..,10.98,..,..,..,..,10.37,..,..,..,..,10.19,..,..,..,..,10.14,..,..,..,..,10.29,..,..,..,..,10.84,..,..,..,..,13.42,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.36,..,..,..,..,1.83,..,..,..,..,2.47,..,..,..,..,3.26,..,..,..,..,3.97,..,..,..,..,4.48,..,..,..,..,4.58,..,..,..,..,5.54,..,..,..,..,6.25,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.63,..,..,..,..,6.61,..,..,..,..,7.73,..,..,..,..,8.73,..,..,..,..,9.57,..,..,..,..,10.56,..,..,..,..,11.11,..,..,..,..,11.14,..,..,..,..,10.9,..,..,..,..,..,..,..,..,..,..
Thailand,THA,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1.87,..,..,..,..,2.11,..,..,..,..,2.67,..,..,..,..,3.26,..,..,..,..,3.83,..,..,..,..,4.33,..,..,..,..,4.81,..,..,..,..,6.44,..,..,..,..,7.3,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,0.48,..,..,..,..,1.02,..,..,..,..,1.72,..,..,..,..,2.37,..,..,..,..,2.99,..,..,..,..,3.53,..,..,..,..,3.98,..,..,..,..,4.23,..,..,..,..,4.33,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,6.78,..,..,..,..,6.82,..,..,..,..,7.24,..,..,..,..,7.58,..,..,..,..,8.3,..,..,..,..,9.14,..,..,..,..,9.08,..,..,..,..,9.23,..,..,..,..,10.71,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.7,..,..,..,..,6.37,..,..,..,..,6.98,..,..,..,..,7.54,..,..,..,..,7.94,..,..,..,..,8.54,..,..,..,..,9.17,..,..,..,..,9.78,..,..,..,..,10.37,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,1,..,..,..,..,1.31,..,..,..,..,2.02,..,..,..,..,2.62,..,..,..,..,3.43,..,..,..,..,4.13,..,..,..,..,4.9,..,..,..,..,5.75,..,..,..,..,6.58,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.02,..,..,..,..,2.29,..,..,..,..,2.87,..,..,..,..,3.97,..,..,..,..,4.53,..,..,..,..,4.81,..,..,..,..,5.54,..,..,..,..,6.06,..,..,..,..,6.56,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,5.76,..,..,..,..,6.35,..,..,..,..,7.13,..,..,..,..,8.25,..,..,..,..,9.14,..,..,..,..,10.04,..,..,..,..,10.68,..,..,..,..,11.16,..,..,..,..,11.34,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.39,..,..,..,..,2.96,..,..,..,..,3.59,..,..,..,..,4.47,..,..,..,..,5.63,..,..,..,..,7.09,..,..,..,..,8.29,..,..,..,..,8.79,..,..,..,..,8.88,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,2.41,..,..,..,..,3.25,..,..,..,..,4.42,..,..,..,..,4.63,..,..,..,..,4.59,..,..,..,..,5.5,..,..,..,..,6.28,..,..,..,..,7.15,..,..,..,..,8.16,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Barro-Lee: Average years of total schooling, age 25+, total",BAR.SCHL.25UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics: Education Attainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
